Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Release_Decade,Sales_Category,NA_EU_Sales_Ratio,Is_Nintendo_Publisher,Log_Global_Sales,Dominant_Region
2932,NCAA Football 2001,PS,2000,Sports,Electronic Arts,0.26516202676136724,0.26,0.0,0.05,0.7,2000,Low,1.444444444444444,0,0.5306282510621704,JP
2933,Mafia,PS2,2004,Action,Illusion Softworks,0.34,0.27,0.0,0.09,0.7,2000,Low,1.214285714285714,0,0.5306282510621704,JP
2934,Mobile Suit Gundam: Journey to Jaburo,PS2,2000,Fighting,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7,2000,Low,1.142857142857143,0,0.5306282510621704,JP
2935,Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7,2010,Low,1.105263157894737,0,0.5306282510621704,JP
2936,TimeSplitters 2,PS2,2002,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7,2000,Low,1.214285714285714,0,0.5306282510621704,JP
2937,MotionSports,X360,2010,Sports,Ubisoft,0.38,0.26,0.0,0.06,0.7,2010,Low,1.407407407407407,0,0.5306282510621704,JP
2938,MLB 08: The Show,PS3,2008,Sports,Sony Computer Entertainment,0.26516202676136724,0.0,0.0,0.05,0.7,2000,Low,64.0,0,0.5306282510621704,JP
2939,Classic NES Series: Zelda II: The Adventure of L,GBA,2007,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7,2000,Low,2.466666666666666,1,0.5306282510621704,JP
2940,Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.7,0.0,0.7,1990,Low,0.0,1,0.5306282510621704,JP
2941,Disney's Chicken Little,GBA,2005,Platform,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.7,2000,Low,2.631578947368421,0,0.5306282510621704,JP
2942,King Kong,2600,1981,Action,Tigervision,0.65,0.04,0.0,0.01,-0.69,1980,Low,13.0,0,0.524728528934982,JP
2943,WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.26,0.0,0.06,0.69,2010,Low,1.407407407407407,0,0.524728528934982,CA
2944,The LEGO Movie Videogame,3DS,2014,Action,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.69,2010,Low,0.8750000000000001,0,0.524728528934982,EU
2945,X-Men Origins: Wolverine - Uncaged Edition,X360,2009,Action,Activision,0.42,0.21,0.0,0.06,0.69,2000,Low,1.909090909090909,0,0.524728528934982,CA
2946,Metal Gear Solid: Portable Ops Plus,PSP,2007,Action,Konami Digital Entertainment,0.26,0.01,0.26,0.17,0.69,2000,Low,13.0,0,0.524728528934982,CA
2947,Disney Tangled,Wii,2010,Action,Disney Interactive Studios,0.47,0.17,0.0,0.05,0.69,2010,Low,2.611111111111111,0,0.524728528934982,CA
2948,Shrek the Third,X360,2007,Action,Activision,0.54,0.1,0.0,0.06,0.69,2000,Low,4.909090909090909,0,0.524728528934982,CA
2949,Test Drive Unlimited 2,X360,2007,Racing,Atari,0.3,0.32,0.0,0.07,0.69,2000,Low,0.9090909090909092,0,0.524728528934982,EU
2950,Moto Racer 2,PS,1997,Racing,Electronic Arts,0.39,0.26,0.0,0.05,0.69,1990,Low,1.444444444444444,0,0.524728528934982,CA
2951,Halo 2 Multiplayer Map Pack,XB,2005,Fighting,Microsoft Game Studios,0.54,0.13,0.0,0.02,0.69,2000,Low,3.857142857142857,0,0.524728528934982,CA
2952,Minecraft: Story Mode,PS3,2015,Adventure,Mojang,0.25,0.33,0.0,0.11,0.69,2010,Low,0.7352941176470588,0,0.524728528934982,EU
2953,Mortal Kombat: Shaolin Monks,PS2,2005,Action,Midway Games,0.58,0.02,0.0,0.09,0.69,2000,Low,19.33333333333333,0,0.524728528934982,CA
2954,MX vs. ATV Unleashed: On the Edge,PSP,2006,Racing,THQ,0.64,0.0,0.0,0.05,0.69,2000,Low,64.0,0,0.524728528934982,CA
2955,Skylanders: Trap Team,PS3,2014,Action,Activision,0.24,0.33,0.0,0.12,0.69,2010,Low,0.7058823529411764,0,0.524728528934982,EU
2956,Mario Pinball Land,GBA,2004,Misc,Unknown,0.5,0.18,0.0,0.01,0.69,2000,Low,2.631578947368421,1,0.524728528934982,CA
2957,Mappy,NES,1984,Platform,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69,1980,Low,0.0,0,0.524728528934982,JP
2958,J-League Soccer: Prime Goal,SNES,1993,Sports,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69,1990,Low,0.0,0,0.524728528934982,JP
2959,Dragon Ball Z: Budokai,GC,2003,Fighting,Atari,0.53,0.14,0.0,0.02,0.69,2000,Low,3.533333333333333,0,0.524728528934982,CA
2960,NFL Xtreme,PS,1998,Sports,Sony Computer Entertainment,0.38,0.26,0.0,0.05,0.69,1990,Low,1.407407407407407,0,0.524728528934982,CA
2961,The Sly Collection,PS3,2010,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69,2010,Low,5.2,0,0.524728528934982,CA
2962,One Piece: Pirate Warriors 2,PS3,2013,Fighting,Namco Bandai Games,0.0,0.2,0.42,0.07,0.69,2010,Low,0.0,0,0.524728528934982,JP
2963,Assassin's Creed IV: Black Flag,PC,2013,Fighting,Unknown,0.22,0.38,0.0,0.1,0.69,2010,Low,0.5641025641025641,0,0.524728528934982,EU
2964,Harry Potter and the Chamber of Secrets,GC,2002,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,2000,Low,3.533333333333333,0,0.524728528934982,CA
2965,Need for Speed: Shift 2 Unleashed,PS3,2011,Racing,Electronic Arts,0.2,0.36,0.0,0.13,0.69,2010,Low,0.5405405405405406,0,0.524728528934982,EU
2966,The Lord of the Rings: The Return of the King,GC,2003,Action,Electronic Arts,0.53,0.14,0.0,0.02,0.69,2000,Low,3.533333333333333,0,0.524728528934982,CA
2967,Nintendo Presents: New Style Boutique 2 - Fashio,3DS,2015,Misc,Nintendo,0.01,0.61,0.02,0.04,0.69,2010,Low,0.0161290322580645,1,0.524728528934982,EU
2968,MX vs. ATV Untamed,X360,2007,Racing,THQ,0.55,0.08,0.0,0.06,-0.69,2000,Low,6.111111111111112,0,0.524728528934982,CA
2969,The Last Remnant,X360,2008,Role-Playing,Square Enix,0.25,0.2,0.18,0.06,0.69,2000,Low,1.19047619047619,0,0.524728528934982,CA
2970,Frozen: Olaf's Quest,DS,2013,Platform,Disney Interactive Studios,0.26516202676136724,0.35,0.0,0.06,0.69,2010,Low,0.7777777777777779,0,0.524728528934982,EU
2971,The Sims: Medieval,PC,2011,Simulation,Unknown,0.27,0.32,0.0,0.1,0.69,2010,Low,0.8181818181818182,0,0.524728528934982,EU
2972,Baldur's Gate: Dark Alliance II,PS2,2004,Role-Playing,Interplay,0.34,0.26,0.0,0.09,0.68,2000,Low,1.259259259259259,0,0.5187937934151676,CA
2973,Shark Tale,GBA,2004,Action,Activision,0.49,0.18,0.0,0.01,0.68,2000,Low,2.578947368421053,0,0.5187937934151676,CA
2974,Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,Electronic Arts,0.39,0.23,0.0,0.06,0.68,2010,Low,1.625,0,0.5187937934151676,CA
2975,Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,0.34,0.0,0.33,0.02,0.68,2010,Low,1700.0,1,0.5187937934151676,CA
2976,Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.6,0.03,0.0,0.05,0.68,2000,Low,15.0,0,0.5187937934151676,CA
2977,Star Wars: Masters of Teras Kasi,PS,1997,Action,LucasArts,0.38,0.26,0.0,0.04,0.68,1990,Low,1.407407407407407,0,0.5187937934151676,CA
2978,The Last Story,Wii,2011,Role-Playing,Nintendo,0.32,0.13,0.18,0.04,0.68,2010,Low,2.285714285714286,1,0.5187937934151676,CA
2979,NBA Street Vol. 2,XB,2003,Sports,Electronic Arts,0.62,0.04,0.0,0.02,0.68,2000,Low,12.4,0,0.5187937934151676,CA
2980,Iron Man,PS3,2008,Action,Sega,0.32,0.25,0.0,0.11,0.68,2000,Low,1.230769230769231,0,0.5187937934151676,CA
2981,Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,0.21,0.36,0.0,0.11,0.68,2010,Low,0.5675675675675675,0,0.5187937934151676,EU
2982,Spider-Man 3,PS3,2007,Platform,Activision,0.26,0.29,0.02,0.12,0.68,2000,Low,0.8666666666666667,0,0.5187937934151676,EU
2983,NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.63,0.02,0.0,0.03,0.68,2000,Low,21.0,0,0.5187937934151676,CA
2984,Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,Unknown,0.38,0.26,0.0,0.04,0.68,1990,Low,1.407407407407407,0,0.5187937934151676,CA
2985,Rayman Legends,WiiU,2013,Platform,Ubisoft,0.26,0.33,0.03,0.06,0.68,2010,Low,0.7647058823529411,0,0.5187937934151676,EU
2986,Naruto: Clash of Ninja,GC,2003,Fighting,Unknown,0.53,0.14,0.0,0.02,0.68,2000,Low,3.533333333333333,0,0.5187937934151676,CA
2987,Prince of Persia: The Two Thrones,PS2,2005,Action,Ubisoft,0.26516202676136724,0.02,0.0,0.09,0.68,2000,Low,19.0,0,0.5187937934151676,CA
2988,Hot Shots Golf: Open Tee 2,PSP,2007,Sports,Unknown,0.21,0.11,0.28,0.08,0.68,2000,Low,1.75,0,0.5187937934151676,JP
2989,Metro: Last Light,PS4,2014,Action,Deep Silver,0.22,0.3,0.04,0.12,0.68,2010,Low,0.7096774193548387,0,0.5187937934151676,EU
2990,Fossil Fighters: Champions,DS,2010,Role-Playing,Nintendo,0.32,0.0,0.34,0.02,0.68,2010,Low,32.0,1,0.5187937934151676,JP
2991,Mercenaries: Playground of Destruction,XB,2005,Action,LucasArts,0.54,0.11,0.0,0.03,0.68,2000,Low,4.500000000000001,0,0.5187937934151676,CA
2992,Sniper Elite 3,PS4,2014,Shooter,505 Games,0.22,0.33,0.0,0.13,0.68,2010,Low,0.6470588235294117,0,0.5187937934151676,EU
2993,Doom (2016),XOne,2016,Shooter,Bethesda Softworks,0.39,0.23,0.0,0.06,0.68,2010,Low,1.625,0,0.5187937934151676,CA
2994,Bushido Blade 2,PS,1998,Fighting,SquareSoft,0.25,0.17,0.22,0.04,0.68,1990,Low,1.388888888888889,0,0.5187937934151676,CA
2995,Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68,1990,Low,1.363636363636364,0,0.5187937934151676,JP
2996,Need for Speed (2015),XOne,2015,Racing,Electronic Arts,0.3,0.33,0.0,0.06,0.68,2010,Low,0.8823529411764705,0,0.5187937934151676,EU
2997,Cars: Mater-National Championship,DS,2007,Racing,THQ,0.63,0.01,0.0,0.05,0.68,2000,Low,31.5,0,0.5187937934151676,CA
2998,FIFA Soccer 06,XB,2005,Sports,Electronic Arts,0.26516202676136724,0.38,0.0,0.01,0.68,2000,Low,0.7435897435897435,0,0.5187937934151676,EU
2999,Hidden Objects: Mystery Stories,DS,2009,Adventure,GSP,0.19,0.43,0.0,0.05,0.68,2000,Low,0.4318181818181818,0,0.5187937934151676,EU
3000,Red Steel,Wii,2006,Shooter,Ubisoft,0.55,0.04,0.04,0.05,0.68,2000,Low,11.0,0,0.5187937934151676,CA
3001,Fight Night 2004,XB,2004,Fighting,Electronic Arts,0.51,0.15,0.0,0.02,0.68,2000,Low,3.1875,0,0.5187937934151676,CA
3002,Tourist Trophy: The Real Riding Simulator,PS2,2006,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68,2000,Low,1.217391304347826,0,0.5187937934151676,CA
3003,Mass Effect,PC,2008,Role-Playing,Electronic Arts,0.0,0.59,0.0,0.09,0.68,2000,Low,0.0,0,0.5187937934151676,EU
3004,.hack//Mutation Part 2,PS2,2002,Role-Playing,Unknown,0.23,0.18,0.2,0.06,0.68,2000,Low,1.210526315789474,0,0.5187937934151676,CA
3005,Country Dance,Wii,2011,Misc,Unknown,0.26516202676136724,0.04,0.0,0.04,0.68,2010,Low,11.8,0,0.5187937934151676,CA
3006,Turok,PS3,2008,Action,Touchstone,0.35,0.22,0.01,0.1,0.68,2000,Low,1.521739130434782,0,0.5187937934151676,CA
3007,Midway Arcade Treasures 2,PS2,2004,Misc,Midway Games,0.33,0.26,0.0,0.09,0.68,2000,Low,1.222222222222222,0,0.5187937934151676,CA
3008,100 Classic Books,DS,2008,Misc,Nintendo,0.13,0.52,0.0,0.02,0.67,2000,Low,0.2452830188679245,1,0.5128236264286637,EU
3009,Unreal Tournament III,PS3,2007,Shooter,Midway Games,0.33,0.24,0.0,0.11,0.67,2000,Low,1.32,0,0.5128236264286637,CA
3010,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.67,2000,Low,11.0,0,0.5128236264286637,JP
3011,Return to Castle Wolfenstein: Tides of War,XB,2003,Shooter,Activision,0.49,0.16,0.0,0.02,-0.67,2000,Low,2.88235294117647,0,0.5128236264286637,CA
3012,Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.45,0.17,0.0,0.05,-0.67,2010,Low,2.5,0,0.5128236264286637,CA
3013,Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.21,0.11,0.09,0.67,2010,Low,1.181818181818182,0,0.5128236264286637,CA
3014,The Darkness,PS3,2007,Shooter,Take-Two Interactive,0.2,0.34,0.0,0.13,0.67,2000,Low,0.5714285714285714,0,0.5128236264286637,EU
3015,Street Sk8er,PS,2007,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.67,2000,Low,1.423076923076923,0,0.5128236264286637,CA
3016,Club Penguin: Elite Penguin Force - Herbert's Re,DS,2010,Adventure,Disney Interactive Studios,0.4,0.22,0.0,0.06,0.67,2010,Low,1.739130434782609,0,0.5128236264286637,CA
3017,Contra: Legacy of War,PS,1996,Shooter,Konami Digital Entertainment,0.37,0.25,0.0,0.04,0.67,1990,Low,1.423076923076923,0,0.5128236264286637,CA
3018,Blazing Angels: Squadrons of WWII,PS3,2006,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.67,2000,Low,1.521739130434782,0,0.5128236264286637,CA
3019,Fight Night Round 2004,XB,2004,Fighting,Electronic Arts,0.26516202676136724,0.18,0.0,0.03,0.67,2000,Low,2.421052631578948,0,0.5128236264286637,CA
3020,Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,0.33,0.28,0.0,0.06,0.67,2010,Low,1.137931034482758,0,0.5128236264286637,CA
3021,The Biggest Loser: Challenge,Wii,2010,Sports,THQ,0.49,0.13,0.0,0.05,0.67,2010,Low,3.5,0,0.5128236264286637,CA
3022,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyouk,DS,2006,Misc,Rocket Company,0.0,0.0,0.67,0.0,0.67,2000,Low,0.0,0,0.5128236264286637,JP
3023,Spice World,PS,1998,Action,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.67,1990,Low,1.423076923076923,0,0.5128236264286637,CA
3024,Star Wars: Republic Commando,XB,2005,Shooter,Activision,0.48,0.17,0.0,0.02,0.67,2000,Low,2.666666666666666,0,0.5128236264286637,CA
3025,Armored Core 3,PS2,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67,2000,Low,1.222222222222222,0,0.5128236264286637,JP
3026,Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.26516202676136724,0.32,0.0,0.07,0.67,2000,Low,0.8181818181818182,0,0.5128236264286637,EU
3027,Taiko no Tatsujin Wii,Wii,2008,Misc,Unknown,0.0,0.0,0.67,0.0,0.67,2000,Low,0.0,0,0.5128236264286637,JP
3028,The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.2,0.42,0.0,0.05,0.67,2010,Low,0.4651162790697675,0,0.5128236264286637,EU
3029,Virtua Tennis: World Tour (US & Others sales),PSP,2005,Sports,Sega,0.16,0.36,0.0,0.14,0.67,2000,Low,0.4324324324324324,0,0.5128236264286637,EU
3030,The LEGO Movie Videogame,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.24,0.31,0.01,0.11,0.17,2010,Low,0.75,0,0.5128236264286637,EU
3031,Ratatouille,PSP,2007,Fighting,THQ,0.22,0.28,0.0,0.16,0.67,2000,Low,0.7586206896551724,0,0.5128236264286637,EU
3032,RIFT,PC,2011,Role-Playing,Unknown,0.44,0.16,0.0,0.07,0.67,2010,Low,2.588235294117647,0,0.5128236264286637,CA
3033,Wild ARMs 2,PS,1999,Role-Playing,Sony Computer Entertainment,0.26516202676136724,0.13,0.31,0.04,0.67,1990,Low,1.357142857142857,0,0.5128236264286637,JP
3034,Summer Sports: Paradise Island (Others sales),Wii,2008,Sports,Ubisoft,0.0,0.66,0.0,0.01,0.67,2000,Low,0.0,0,0.5128236264286637,EU
3035,Castlevania: Lords of Shadow,X360,2010,Action,Konami Digital Entertainment,0.26516202676136724,0.18,0.01,0.05,0.67,2010,Low,2.210526315789473,0,0.5128236264286637,CA
3036,BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.28,0.3,0.0,0.08,0.67,2010,Low,0.903225806451613,0,0.5128236264286637,EU
3037,Minecraft: Story Mode,PS4,2015,Adventure,Mojang,0.23,0.33,0.0,0.11,0.67,2010,Low,0.676470588235294,0,0.5128236264286637,EU
3038,TV Show King Party,Wii,2008,Puzzle,Ubisoft,0.18,0.41,0.0,0.08,0.67,2000,Low,0.4285714285714285,0,0.5128236264286637,EU
3039,Crafting Mama,DS,2010,Simulation,Unknown,0.4,0.21,0.01,0.05,0.67,2010,Low,1.818181818181818,0,0.5128236264286637,CA
3040,007: Quantum of Solace,Wii,2008,Action,Activision,0.3,0.29,0.01,0.07,0.67,2000,Low,1.0,0,0.5128236264286637,CA
3041,Rock Band 3,Wii,2010,Misc,MTV Games,0.56,0.06,0.0,0.05,0.67,2010,Low,8.000000000000002,0,0.5128236264286637,CA
3042,Command & Conquer: Red Alert 3,PC,2008,Fighting,Electronic Arts,0.01,0.64,0.0,0.02,0.67,2000,Low,0.0153846153846153,0,0.5128236264286637,EU
3043,The Fairly Odd Parents: Breakin Da Rules,PS2,2003,Platform,THQ,0.33,0.25,0.0,0.09,0.67,2000,Low,1.269230769230769,0,0.5128236264286637,CA
3044,WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,0.33,0.2,0.0,0.14,0.67,2000,Low,1.571428571428571,0,0.5128236264286637,CA
3045,Peppa Pig: Fun and Games,DS,2010,Misc,Ubisoft,0.0,0.58,0.0,0.09,0.67,2010,Low,0.0,0,0.5128236264286637,EU
3046,Adventures of Tron,2600,1981,Action,Mattel Interactive,0.63,0.03,0.0,0.01,0.67,1980,Low,15.75,0,0.5128236264286637,CA
3047,Phoenix Wright: Ace Attorney - Trials and Tribul,DS,2007,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67,2000,Low,5.5,0,0.5128236264286637,CA
3048,NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.11,0.0,0.05,0.67,2010,Low,4.25,0,0.5128236264286637,CA
3049,Borderlands: The Pre-Sequel,PS3,2014,Fighting,Take-Two Interactive,0.25,0.26,0.05,0.11,0.67,2010,Low,0.9259259259259258,0,0.5128236264286637,EU
3050,The Sims 3: High-End Loft Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.53,0.0,0.12,0.67,2010,Low,0.0185185185185185,0,0.5128236264286637,EU
3051,"The Chronicles of Narnia: The Lion, The Witch an",GBA,2007,Action,Unknown,0.48,0.18,0.0,0.01,0.67,2000,Low,2.526315789473684,0,0.5128236264286637,CA
3052,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyouk,DS,2006,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66,2000,Low,0.0,0,0.5068176023684519,JP
3053,Pro Pinball: Big Race USA,PS,1999,Simulation,Take-Two Interactive,0.37,0.25,0.0,0.04,0.66,1990,Low,1.423076923076923,0,0.5068176023684519,CA
3054,NFL Street,XB,2004,Sports,Unknown,0.49,0.15,0.0,0.02,0.66,2000,Low,3.0625,0,0.5068176023684519,CA
3055,Shaun White Snowboarding,PS3,2008,Fighting,Ubisoft,0.31,0.24,0.01,0.1,0.66,2000,Low,1.24,0,0.5068176023684519,CA
3056,The LEGO Movie Videogame,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.35,0.23,0.03,0.06,0.66,2010,Low,1.458333333333333,0,0.5068176023684519,CA
3057,Tony Hawk's Proving Ground,PS2,2007,Sports,Activision,0.55,0.02,0.0,0.09,0.66,2000,Low,18.33333333333334,0,0.5068176023684519,CA
3058,MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,0.32,0.25,0.0,0.08,0.17,2000,Low,1.230769230769231,0,0.5068176023684519,CA
3059,Naruto Shippuden: Ultimate Ninja 4,PS2,2007,Fighting,Unknown,0.26,0.01,0.13,0.26,0.66,2000,Low,13.0,0,0.5068176023684519,CA
3060,Tiger Woods PGA Tour 2000,PS,1998,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66,1990,Low,1.423076923076923,0,0.5068176023684519,CA
3061,Darkstone,PS,2001,Role-Playing,Electronic Arts,0.37,0.25,0.0,0.04,0.66,2000,Low,1.423076923076923,0,0.5068176023684519,CA
3062,NCAA March Madness 2003,PS2,2002,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,2000,Low,1.230769230769231,0,0.5068176023684519,CA
3063,Finding Nemo,XB,2003,Action,THQ,0.48,0.16,0.0,0.02,0.66,2000,Low,2.823529411764706,0,0.5068176023684519,CA
3064,Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,2000,Low,18.33333333333334,0,0.5068176023684519,CA
3065,NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,2000,Low,4.636363636363637,0,0.5068176023684519,CA
3066,Jikkyou World Soccer 2000 Final Edition,PS2,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66,2000,Low,0.0,0,0.5068176023684519,JP
3067,Madagascar,GC,2005,Platform,Activision,0.52,0.13,0.0,0.02,0.66,2000,Low,3.714285714285714,0,0.5068176023684519,CA
3068,Puzzler Brain Games,Wii,2012,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,2010,Low,0.0,0,0.5068176023684519,JP
3069,Dragon Quest Monsters: Caravan Heart,GBA,2003,Fighting,Enix Corporation,0.0,0.0,0.64,0.02,0.66,2000,Low,0.0,0,0.5068176023684519,JP
3070,Strawberry Shortcake: Summertime Adventure,GBA,2004,Fighting,Majesco Entertainment,0.47,0.18,0.0,0.01,0.66,2000,Low,2.473684210526315,0,0.5068176023684519,CA
3071,Rayman Legends,PS3,2013,Platform,Ubisoft,0.14,0.38,0.0,0.14,0.66,2010,Low,0.358974358974359,0,0.5068176023684519,EU
3072,Rocksmith 2014,PC,2007,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.66,2000,Low,1.4,0,0.5068176023684519,CA
3073,Street Fighter Anniversary Collection,PS2,2004,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,2000,Low,1.230769230769231,0,0.5068176023684519,CA
3074,Legend of Legaia,PS,1998,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66,1990,Low,1.423076923076923,0,0.5068176023684519,CA
3075,Napoleon: Total War,PC,2010,Strategy,Sega,0.02,0.52,0.0,0.12,0.66,2010,Low,0.0377358490566037,0,0.5068176023684519,EU
3076,Fist of the North Star: Ken's Rage,PS3,2010,Action,Ubisoft Annecy,0.06,0.03,0.55,0.02,0.66,2010,Low,1.5,0,0.5068176023684519,JP
3077,Wario: Master of Disguise,DS,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66,2000,Low,9.333333333333334,1,0.5068176023684519,JP
3078,Toy Story 3: The Video Game,PSP,2010,Fighting,Disney Interactive Studios,0.26516202676136724,0.25,0.0,0.14,0.66,2010,Low,1.038461538461538,0,0.5068176023684519,CA
3079,The Sims: Bustin' Out,GC,2003,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,2000,Low,2.047619047619047,0,0.5068176023684519,CA
3080,Tiger Woods PGA Tour 09,PS3,2008,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.66,2000,Low,1.478260869565218,0,0.5068176023684519,CA
3081,Keystone Kapers,2600,1982,Action,Activision,0.62,0.04,0.0,0.01,0.66,1980,Low,12.4,0,0.5068176023684519,CA
3082,LEGO Marvel Super Heroes,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.15,0.35,0.0,0.16,0.66,2010,Low,0.4166666666666667,0,0.5068176023684519,EU
3083,New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66,2000,Low,1.933333333333333,1,0.5068176023684519,CA
3084,Shrek: Hassle at the Castle,GBA,2002,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,2000,Low,2.611111111111111,0,0.5068176023684519,CA
3085,Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,2000,Low,1.214285714285714,0,0.5068176023684519,JP
3086,Gods Eater Burst,PSP,2010,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,2010,Low,3.0,0,0.5068176023684519,JP
3087,Disney's Kim Possible 2: Drakken's Demise,GBA,2004,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66,2000,Low,2.611111111111111,0,0.5068176023684519,CA
3088,Um Jammer Lammy,PS,1998,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66,1990,Low,1.333333333333333,0,0.5068176023684519,JP
3089,Brothers In Arms: Road to Hill 30,XB,2007,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66,2000,Low,3.266666666666666,0,0.5068176023684519,CA
3090,Madden NFL 10,PSP,2009,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,2000,Low,5.555555555555555,0,0.5068176023684519,CA
3091,"Transformers: The Game (XBox 360, PS2, PS3, Wii ",PSP,2007,Action,Activision,0.23,0.27,0.0,0.16,0.66,2000,Low,0.8214285714285714,0,0.5068176023684519,EU
3092,Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007,Misc,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,2000,Low,0.0,0,0.5068176023684519,JP
3093,F1 2015,PS4,2015,Racing,Codemasters,0.09,0.44,0.03,0.09,0.66,2010,Low,0.1999999999999999,0,0.5068176023684519,EU
3094,Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.66,2000,Low,1.269230769230769,0,0.5068176023684519,CA
3095,Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66,1990,Low,1.384615384615385,0,0.5068176023684519,CA
3096,Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014,Action,Disney Interactive Studios,0.38,0.22,0.0,0.06,0.65,2010,Low,1.652173913043478,0,0.5007752879124893,CA
3097,NHL 13,PS3,2012,Sports,Electronic Arts,0.33,0.22,0.0,0.1,0.65,2010,Low,1.434782608695652,0,0.5007752879124893,CA
3098,Kung Fu Panda,PS2,2008,Action,Activision,0.24,0.0,0.0,0.41,0.65,2000,Low,24.0,0,0.5007752879124893,Other
3099,Tom Clancy's EndWar,PS3,2008,Strategy,Ubisoft,0.32,0.22,0.01,0.1,0.65,2000,Low,1.391304347826087,0,0.5007752879124893,CA
3100,The Evil Within,XOne,2014,Action,Bethesda Softworks,0.35,0.25,0.0,0.05,0.65,2010,Low,1.346153846153846,0,0.5007752879124893,CA
